Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTR3_LTR 184 1054	chr3	96140058	96140875	-	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 2 183	chr3	96140911	96141074	-	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 73 113	chr3	96264761	96264801	+	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-La_droNov_LTR 73 213	chr3	96264818	96264976	+	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 494 757	chr3	96301873	96302125	+	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 682 768	chr3	96311258	96311343	-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV5_I-int 3156 3290	chr3	96614529	96614662	+	134	0	1	1	0	0	0	0	1	2	1	0	0	1	0
UcyLTRK12 337 389	chr3	97166122	97166171	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL8_LTR 408 507	chr3	97522439	97522538	+	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 325	chr3	97630610	97630912	+	303	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 668 1195	chr3	97630987	97631417	+	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-2341.inc 4737 4801	chr3	97859748	97859816	+	69	0	0	0	0	0	1	1	0	0	0	0	0	0	0
calAnn4-97.inc 408 474	chr3	97947553	97947611	+	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0
fAlbLTRK12b 1344 1398	chr3	98251700	98251749	+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTRK11 113 146	chr3	98416535	98416568	-	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1359 1410	chr3	98625557	98625606	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1334 1358	chr3	98625674	98625697	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR1b_LTR 22 514	chr3	98848523	98848984	+	462	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 379	chr3	98919997	98920362	+	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK12_LTR 829 871	chr3	99876628	99876667	+	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1786 1834	chr3	100052529	100052576	+	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL2a8 324 360	chr3	100306975	100307011	-	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 190 308	chr3	100547090	100547209	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 837 935	chr3	100730280	100730374	-	95	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TguERV7k_LTR 148 181	chr3	101401415	101401448	-	34	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 435 757	chr3	101598225	101598514	+	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 957 1041	chr3	101648483	101648566	-	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2a_I 1418 1523	chr3	101648567	101648589	-	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 317 484	chr3	101679306	101679375	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 267 316	chr3	101679524	101679542	-	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 299 546	chr3	102007691	102007935	+	245	0	0	0	0	0	2	2	0	0	0	0	0	0	0
droNovLTRK2b_I 2141 3420	chr3	102059768	102060962	-	1195	2	0	0	0	0	1	0	0	0	0	1	0	0	0
droNovLTRK2b_I 1643 2140	chr3	102060994	102061448	-	455	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1 653	chr3	102061428	102062080	-	653	1	0	0	0	0	0	0	0	0	0	2	0	0	0
strHab6-3313.inc 120 522	chr3	102288597	102289024	-	428	0	0	0	0	0	0	0	0	0	1	2	0	0	0
droNovLTRK2b_I 812 3420	chr3	102307588	102310261	+	2674	0	4	1	3	0	2	5	0	4	0	1	0	1	1
ERV3-1_GG-LTR 339 411	chr3	102358438	102358513	+	76	0	3	0	2	0	27	137	15	43	2	1	0	0	0
droNovLTRL6_LTR 127 281	chr3	102443054	102443194	-	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7_I-Lb_corCor-int 221 286	chr3	103077550	103077615	+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 708 766	chr3	103077560	103077618	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4289 4435	chr3	103558905	103559039	-	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVK10-int 4780 4840	chr3	103633754	103633815	-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-C-int 5007 5047	chr3	103770369	103770407	-	39	5	18	17	4	7	20	15	1	1	0	0	8	0	16
droNovLTRL1_LTR 3 127	chr3	103860275	103860398	+	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGLTR8B 59 121	chr3	104057133	104057197	-	65	0	6	0	4	0	2	8	0	0	0	1	2	0	0
corCorLTR5La 212 318	chr3	104268282	104268383	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 3 117	chr3	104316666	104316763	-	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 80 659	chr3	104324101	104324562	-	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 18 512	chr3	104751893	104752429	-	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 66 803	chr3	105397488	105398193	+	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 10 1053	chr3	105726511	105727554	-	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGLTR11-int 4946 5007	chr3	105870294	105870353	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 554 1305	chr3	106284832	106285514	-	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 127	chr3	106285498	106285608	-	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 854 1307	chr3	106361478	106361916	-	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 746 878	chr3	106361978	106361993	-	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 850 861	chr3	106362099	106362109	-	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 144 849	chr3	106362137	106362773	-	637	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 887	chr3	106390316	106391205	-	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 1 164	chr3	106395702	106395866	+	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 65 696	chr3	106607891	106609904	-	2014	0	0	0	0	0	0	0	0	0	1	0	0	0	0
strHab6-3313.inc 93 481	chr3	106609936	106610317	-	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGLTR10D-int 1952 2011	chr3	107195177	107195240	-	64	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TguERVL2-Lh_corCor-int 674 746	chr3	107209762	107209840	-	79	1	5	12	5	3	3	1	2	2	0	0	1	0	2
strHab6-3313.inc 17 672	chr3	107226189	107227189	-	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK5c_I 1988 2067	chr3	107536306	107536393	+	88	0	0	0	7	1	2	1	0	3	3	0	1	3	2
TguLTR11-Lc_droNov_LTR 236 759	chr3	107773281	107773807	-	527	0	0	0	0	0	1	2	0	2	0	0	0	0	0
droNovLTRL1_LTR 281 514	chr3	107868592	107868837	+	246	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL2_LTR 265 625	chr3	108605221	108605563	-	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 56 420	chr3	108636581	108636959	-	379	0	2	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 265 388	chr3	108669003	108669127	-	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 7 488	chr3	108811061	108811514	+	454	0	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 18 204	chr3	108840397	108840587	+	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 1 156	chr3	108971555	108971704	+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-97.inc 438 474	chr3	109166274	109166310	-	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 269 367	chr3	109272844	109272941	+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 77 696	chr3	109272958	109274144	-	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 284 448	chr3	109274142	109274307	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 1 239	chr3	109328711	109328949	-	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 230 362	chr3	109350600	109350734	+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 204 381	chr3	109355520	109355699	+	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 935 1054	chr3	109463219	109463337	+	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 4 175	chr3	109476338	109476499	-	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1649 1731	chr3	109495441	109495467	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 357 416	chr3	109572602	109572660	+	59	0	0	0	0	0	1	2	2	0	0	0	0	0	0
ERV3-1_GG-LTR 357 405	chr3	109625312	109625358	+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1326 1380	chr3	109625313	109625367	-	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 3 488	chr3	109708637	109709137	+	501	0	0	0	0	0	1	0	0	2	0	0	0	0	0
droNovLTRL4_LTR 1 239	chr3	109757023	109757266	+	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 822	chr3	109757272	109758099	-	828	0	0	0	0	0	1	0	0	0	0	1	0	0	0
droNovLTRL9_LTR 1 62	chr3	110333083	110333144	+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 207 312	chr3	110333146	110333251	+	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 1 540	chr3;chr3	111007756;112464922	111008294;112465458	+;-	1076	0	0	0	3	1	5	2	0	6	3	7	0	0	0
droNovLTR4.inc 3018 3129	chr3;chr3;chr3	111019072;112472379;112495598	111019173;112472480;112495699	+;-;-	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 1115 3613	chr3	111019619	111022013	+	2395	86	77	35	32	41	57	79	83	114	59	20	37	42	33
droNovLTR4.inc 4018 4806	chr3;chr3;chr3	111022932;112468004;112491027	111023694;112468766;112491787	+;-;-	2287	1	1	3	0	5	9	6	6	12	1	3	1	6	1
droNovLTR4.inc 5088 5157	chr3	111023689	111023757	+	69	9	7	5	8	6	18	36	19	22	2	3	9	3	6
droNovLTR4.inc 5674 5754	chr3;chr3;chr3	111023952;112467670;112490693	111024031;112467749;112490772	+;-;-	240	13	12	3	5	11	30	23	17	34	0	5	4	10	4
droNovLTR4.inc 6055 6409	chr3;chr3;chr3	111024176;112467167;112490191	111024534;112467525;112490548	+;-;-	1076	6	6	6	6	7	43	27	12	34	14	60	8	13	5
ERV3-4_ACC-L_droNov_LTR 677 757	chr3	111269888	111269978	-	91	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TguERV4N2_I-int 362 408	chr3	111373215	111373265	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 2511 2668	chr3	111393604	111393761	+	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 134 457	chr3	111414352	111414600	-	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 11 891	chr3	111491673	111492491	-	819	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-13_PMaj-I 5186 5224	chr3	111504832	111504873	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 449 744	chr3	111526628	111526914	+	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 644 926	chr3	111545857	111546134	-	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 305 634	chr3	111546281	111546601	-	321	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 221 900	chr3	111598587	111599288	-	702	0	1	0	2	0	0	1	0	0	0	1	0	0	0
droNovLTRL2_LTR 230 381	chr3	111685599	111685748	-	150	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR2_LTR 278 445	chr3	111712393	111712560	-	168	0	0	0	0	0	1	1	0	0	1	1	0	2	0
droNovLTRL2_LTR 135 827	chr3	111744008	111744666	+	659	81	41	23	28	38	17	31	42	72	11	13	20	61	22
droNovLTRL2_LTR 858 1317	chr3	111744767	111745189	+	423	22	9	12	15	30	6	7	18	30	19	7	17	28	12
droNovLTRL1_LTR 433 521	chr3	111747431	111747525	+	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 455	chr3	111788804	111789268	-	465	0	1	1	0	0	0	1	0	0	0	0	0	0	0
droNovLTR3_LTR 22 120	chr3	111930355	111930470	+	116	1	15	1	0	2	0	0	0	0	0	0	2	0	1
droNovLTR4.inc 6220 6559	chr3	111941324	111941670	+	347	30	40	49	16	19	0	0	1	0	0	1	12	4	16
droNovLTRL4_LTR 1 70	chr3	112005590	112005659	+	70	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 427	chr3	112005660	112006080	-	421	1	3	0	1	2	0	0	0	2	0	3	0	1	4
droNovLTR3_LTR 3 166	chr3	112089956	112090107	+	152	0	1	0	1	0	0	4	0	0	0	0	1	0	0
droNovLTR3_LTR 304 1054	chr3	112090112	112090862	+	751	0	0	1	1	0	1	0	0	0	0	0	0	2	0
droNovLTR3_LTR 1 112	chr3	112096137	112096227	-	91	0	2	2	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2a_I 1213 1520	chr3	112445979	112446286	-	308	0	2	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-3182.inc 552 803	chr3	112451953	112452200	-	248	0	0	0	0	2	6	5	1	4	0	2	0	1	1
droNovLTRK5_LTR 1 372	chr3	112452326	112452697	+	372	0	0	0	0	1	1	0	0	0	0	0	0	1	0
droNov6-3182.inc 37 666	chr3	112452864	112453494	+	631	0	6	0	1	1	3	4	0	5	1	0	2	0	1
Soprano-La_droNov_LTR 264 542	chr3	112453558	112453839	+	282	1	0	0	0	0	2	0	2	2	3	2	0	6	0
droNov6-3182.inc 664 1580	chr3	112454055	112455000	+	946	3	2	0	5	6	8	9	17	17	1	1	1	4	1
droNov6-3182.inc 2347 2643	chr3	112455015	112455319	+	305	0	0	0	0	0	2	4	3	2	0	1	1	0	1
droNovLTRL10_LTR 44 926	chr3	112455320	112456184	+	865	2	4	2	2	2	3	15	7	13	0	2	0	0	2
droNov6-3182.inc 552 975	chr3	112456569	112456994	-	426	0	0	0	2	0	2	4	2	2	0	0	0	0	0
calAnn5-20 3 82	chr3	112457513	112457597	+	85	0	0	1	0	0	0	0	0	0	0	0	0	1	0
droNovLTR4.inc 5097 5157	chr3;chr3	112467941;112490964	112468001;112491024	-;-	122	23	11	5	5	3	32	18	9	22	2	4	6	17	4
droNovLTR4.inc 3102 3613	chr3	112469733	112470239	-	507	64	35	17	50	6	83	101	45	120	8	2	5	43	19
droNovLTR4.inc 1115 2861	chr3	112470240	112471910	-	1671	53	62	26	47	19	117	159	101	196	11	10	24	36	23
droNovLTR4.inc 1115 3610	chr3	112492755	112495130	-	2376	76	132	69	48	66	151	128	77	88	12	12	86	84	46
droNovLTR4.inc 7706 7836	chr3	112504931	112505062	+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 29 169	chr3	112513699	112513836	+	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 172 409	chr3	112513892	112513974	+	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 410 522	chr3	112514203	112514239	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-10_GG-LTR 328 369	chr3	113159174	113159218	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1327 1393	chr3	113338388	113338401	+	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 3 510	chr3	113405607	113406157	+	551	0	0	0	0	0	3	4	1	4	0	2	0	0	0
TguERV4N2_I-int 994 1074	chr3	114009238	114009313	-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 341 401	chr3	114312163	114312224	+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 356 397	chr3	114316527	114316567	+	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 4 275	chr3	114326583	114326859	+	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 54 111	chr3	114333181	114333239	-	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4292 4451	chr3	114414391	114414543	-	153	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 1070	chr3	114683146	114684021	-	876	1	0	0	0	1	3	0	1	1	0	0	0	0	0
TguLTRL1a6 481 537	chr3	114919366	114919423	-	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 273 433	chr3	115181705	115181880	-	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 18 686	chr3;chr3	115420423;115427085	115421171;115427812	+;+	1477	2	1	0	0	1	2	1	0	0	9	2	2	1	4
droNovLTR3_LTR 887 1046	chr3;chr6	115421814;26769356	115421969;26769468	+;-	269	6	3	0	0	1	2	2	0	0	0	0	1	5	4
droNovLTR4.inc 2848 3104	chr3	115421911	115422144	-	234	2	0	3	0	0	1	0	0	0	2	0	2	0	0
droNovLTR4.inc 955 1311	chr3	115423303	115423662	-	360	2	1	1	0	1	1	0	3	0	0	0	0	0	5
astRotLTRK11 2701 3077	chr3	115423495	115423886	-	392	5	0	1	0	0	0	2	0	0	0	0	1	0	9
droNovLTR3_LTR 887 1050	chr3	115427985	115428145	+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 161	chr3	115677900	115678044	+	145	0	3	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 134 461	chr3	115734199	115734534	+	336	0	0	0	0	0	1	0	0	0	0	0	0	0	0
strHab6-3313.inc 255 363	chr3	115854580	115854688	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	1
droNovLTR3_LTR 989 1032	chr3	115975639	115975682	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 766	chr3	116242898	116243660	-	763	4	1	0	2	6	0	0	0	0	1	0	0	4	1
droNovLTR8.inc 4295 4569	chr3	116912756	116913027	+	272	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR1b_LTR 7 515	chr3;chr8	116975524;8944162	116976076;8944677	-;-	1069	3	0	0	1	2	0	0	1	1	0	1	0	2	0
droNovLTRK4_LTR 32 385	chr3	116983663	116984010	-	348	2	3	1	0	0	1	3	1	2	0	0	1	1	0
droNovLTR3_LTR 303 421	chr3	117055118	117055232	+	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 728 837	chr3	117180827	117180840	-	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 940 1042	chr3	117180853	117180967	-	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 3 201	chr3	117201666	117201715	-	50	0	0	0	0	2	0	0	0	0	0	0	0	4	0
droNovLTRL2_LTR 206 867	chr3	117209506	117210152	-	647	0	0	0	0	2	0	0	0	0	0	0	0	0	1
strHab5-519.inc 745 1068	chr3	117620459	117620748	-	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corCorLTRL6a 655 834	chr3	117620612	117620795	-	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 25 392	chr3	117620763	117621151	-	389	0	0	0	0	0	2	0	1	0	0	0	0	0	0
droNovLTRL5_LTR 6 252	chr3	118021293	118021529	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 679 768	chr3	118021510	118021587	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 566 776	chr3	118112116	118112343	+	228	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4264 4457	chr3	118145131	118145314	+	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 646	chr3	118371213	118371822	-	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-886.inc 5905 5943	chr3	118484104	118484142	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 87 223	chr3	118487818	118487944	+	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTRL3b 98 141	chr3	118650269	118650312	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 359 397	chr3	118885862	118885900	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVK1-int 3580 3625	chr3	119263248	119263293	+	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 25 246	chr3	119329828	119330027	-	200	0	0	0	0	0	0	0	0	0	2	0	0	0	0
strHab6-3313.inc 95 375	chr3	119427641	119427904	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 2 281	chr3	119474194	119474461	+	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 336 929	chr3	119474721	119475255	+	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-592.inc 1 777	chr3;chr7	119834252;39964013	119834989;39964735	-;+	1461	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4307 4446	chr3	120273202	120273341	+	140	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ERV3-1_MUn-I 5505 5546	chr3	120598410	120598453	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-11_PMaj-I 5160 5239	chr3	121192624	121192692	+	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-5705.inc 3468 3550	chr3	121727289	121727372	+	84	0	2	1	4	0	0	1	0	0	1	0	2	0	0
Soprano-Lc_droNov_LTR 1 1178	chr3	121775073	121776243	-	1171	0	0	0	0	0	0	1	0	0	0	0	0	0	0
calAnn5-490 1780 1856	chr3	121850103	121850185	-	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-11_PMaj-I 2713 2783	chr3	122053803	122053864	-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 290 520	chr3	123150578	123150848	-	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-C-int 5027 5061	chr3	123437530	123437564	+	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1629 3899	chr3	123755724	123757980	-	2257	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 2 420	chr3	123759123	123759544	-	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 291 428	chr3	123780148	123780285	-	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 55 964	chr3;chr3;chr3	123792509;123801872;123811218	123793441;123802799;123812154	-;-;-	2798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 3686 5789	chr3;chr3;chr3	123793632;123802990;123812345	123795300;123804657;123814013	-;-;-	5006	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 146 2756	chr3;chr3;chr3	123795291;123804648;123814004	123797903;123807255;123816619	-;-;-	7837	0	2	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL2_LTR 1085 1318	chr3	123912353	123912572	-	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-7824.inc 49 95	chr3	123945604	123945650	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 5 522	chr3	124856557	124857075	+	519	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 206 686	chr3	125060401	125060852	+	452	0	0	2	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 266 905	chr3	125076414	125076963	+	550	1	6	1	0	7	4	0	1	0	0	1	1	3	0
droNovLTRL2_LTR 269 324	chr3	125295284	125295341	-	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 276 521	chr3	125340456	125340709	+	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2755 3416	chr3	125402747	125403393	-	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1612 2884	chr3	125404273	125405643	-	1371	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2 745	chr3	125406595	125407321	-	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_LTR 131 419	chr3	125407324	125407625	-	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTRL3a 5269 5307	chr3	125414970	125415007	+	38	2	2	3	2	0	0	0	0	0	0	0	1	0	2
ERV3-1_StHa-I 3043 3086	chr3	125421828	125421870	-	43	0	0	0	0	0	0	0	0	0	0	0	2	0	0
